2018-04-04 14:24:17.385013	save	60.0	monster hunter	magic
2018-04-04 14:24:39.581025	save	10.0	tower lunch	magic
2018-04-04 14:24:45.252873	save	2.56	coffee	magic
2018-04-04 14:24:47.693835	summarize
